genes,p_val,avg_log2FC,pct.1,pct.2,p_val_adj
Sbno2,0.31033933659357604,-0.15445256158183707,0.069,0.075,1
Ip6k2,0.31045704168076566,0.1326119533178307,0.062,0.056,1
Cog4,0.31051045914066305,-0.10104912246063913,0.085,0.093,1
Macrod1,0.31054198502671676,0.25243370630156825,0.026,0.022,1
Lcor,0.310555601297071,-0.11256311047767964,0.068,0.074,1
Abcg2,0.3106036402746797,0.29682782566002164,0.022,0.019,1
Susd3,0.31072643034410274,0.1015511527504338,0.174,0.165,1
Slc10a3,0.3108675244226048,-0.20049348330916583,0.048,0.053,1
Nsun6,0.3108867689022351,0.1353382104832499,0.07,0.064,1
Gm12764,0.3117235290129969,0.2744600126315673,0.018,0.015,1
Kdm3a,0.311967363045215,-0.1767264901202421,0.059,0.065,1
Mtrf1,0.3119865031008256,0.2651821990435561,0.018,0.015,1
Manea,0.31205584201543296,0.33335370168513556,0.022,0.019,1
Itpkc,0.31215899818632403,0.3543133203207818,0.015,0.012,1
Trim41,0.3124116215840958,0.21700974044766763,0.037,0.032,1
Ndrg2,0.3124430299176999,0.13974970377331353,0.042,0.037,1
Strn4,0.3124709058289297,0.13171984051548558,0.085,0.078,1
Chm,0.31265474662935266,-0.20647942354636006,0.054,0.059,1
Trappc9,0.3128790924210902,-0.11601841048341166,0.09,0.097,1
Fxr2,0.31301046313790787,-0.11548650568444607,0.051,0.056,1
Galnt10,0.31316230328670314,-0.18537510063593388,0.037,0.042,1
Atl2,0.3133690000071078,-0.24169333017093741,0.022,0.025,1
Tex30,0.31341604102015697,0.1434540004815572,0.076,0.069,1
Gfod1,0.3134261264758234,-0.2754555409903885,0.03,0.034,1
Idh2,0.31353021646206947,-0.11223286095331497,0.073,0.08,1
A930024E05Rik,0.31370589764645546,-0.24055361052702473,0.039,0.043,1
Pvt1,0.31417077737066024,0.1752058680191766,0.059,0.053,1
Haghl,0.3142156261581109,0.13457383757063823,0.124,0.116,1
Lrrc41,0.3144830454105311,0.13023303683780352,0.073,0.067,1
Cep85,0.3146378918083339,-0.1596521674113376,0.081,0.088,1
Ints5,0.3147056086368911,0.14665298749199707,0.057,0.051,1
E130309D02Rik,0.31481189231644524,0.17062420164702718,0.058,0.052,1
Hat1,0.3152619981268371,-0.11618858978657443,0.097,0.104,1
Ctps,0.31527401109119063,-0.2823055962589365,0.019,0.022,1
Samd8,0.31534070309877754,0.23381802813422148,0.032,0.028,1
Gm20275,0.3154431388228737,-0.16990415791678837,0.066,0.073,1
Nol6,0.3156928539070614,-0.1800004638554613,0.043,0.048,1
Arl13b,0.3157930162822725,0.15619713101174781,0.056,0.051,1
Zfp64,0.3157959519152296,0.10418274771762626,0.081,0.074,1
Gm32031,0.3158601497613755,-0.2728774157896714,0.03,0.034,1
Tprkb,0.3159431890812836,-0.13193856837340423,0.058,0.064,1
Notch1,0.316467015517847,-0.11429731455969883,0.168,0.176,1
Acox3,0.3166034914906687,0.16559653692553322,0.043,0.038,1
Hddc2,0.3169261585750249,0.13131434230485484,0.127,0.12,1
Strada,0.3170545155564799,0.1634287002428234,0.057,0.052,1
Lyrm4,0.3174829968912789,0.1634287002428234,0.037,0.032,1
Necap1,0.3175443238188015,0.2744600126315673,0.023,0.019,1
Fam207a,0.3176242596371207,-0.12459518810542125,0.103,0.11,1
Gm3739,0.31772556718572564,-0.23368689103875795,0.016,0.019,1
Rtf1,0.31801077146172985,0.1061538948910743,0.271,0.262,1
Cchcr1,0.31827409078370816,0.2977297919544144,0.015,0.012,1
Ppm1k,0.3182900754300756,-0.18788320142563286,0.039,0.044,1
Gm39469,0.3183900667393036,-0.24607061549459086,0.026,0.03,1
Gins4,0.3184953117366389,-0.1629987813550713,0.075,0.081,1
Rabl3,0.3185246269737958,-0.2570632291281285,0.026,0.03,1
Tmem245,0.31887835786374435,-0.16307212443436292,0.061,0.066,1
Eif4g1,0.3189950321174601,-0.10153241870500418,0.253,0.262,1
Alkbh6,0.3190162989409859,-0.11170247727610683,0.182,0.19,1
Wdr18,0.31934241861864215,0.11384117341093702,0.113,0.105,1
Stk26,0.3194214716118836,-0.11368631345915725,0.084,0.091,1
Fdps,0.319588281264027,0.10437282862026942,0.139,0.13,1
Naa40,0.3197187412028317,0.15471148314171446,0.079,0.073,1
Il18rap,0.3201362476684053,0.18545500657282288,0.061,0.055,1
Ctla2b,0.3201592787663382,-0.199141379141885,0.039,0.044,1
2010320M18Rik,0.3201777691411441,0.21073441502117962,0.027,0.023,1
Ncln,0.3202390077268563,-0.167898092646789,0.039,0.043,1
Trappc12,0.3204571716747924,-0.12740209789954315,0.087,0.094,1
Cdyl2,0.32055085685422674,-0.22708647990195097,0.026,0.03,1
Sv2c,0.3206654148901317,-0.27808101039721134,0.016,0.019,1
Zkscan6,0.3218064606110395,0.1369564888816317,0.05,0.045,1
Fam43a,0.32210846857177744,-0.3785209115182395,0.008,0.011,1
Sema4b,0.32225669356930847,0.10559231797229707,0.102,0.094,1
Tspan14,0.3223704253737232,-0.11025294979047873,0.108,0.115,1
Mttp,0.3224757425669422,-0.3511444725869346,0.008,0.011,1
Thap11,0.3225974050191703,-0.17249266672403873,0.069,0.075,1
Dhcr24,0.3228106138274514,0.1749243390806523,0.032,0.028,1
Sclt1,0.3232928153329803,-0.1329643025374012,0.059,0.065,1
Gm37401,0.32334117812701957,0.13465737279204415,0.051,0.046,1
Siae,0.32378051264244034,-0.27808101039721134,0.027,0.031,1
Hic1,0.3239273284404151,0.2604531546376885,0.023,0.02,1
Vax2,0.3240516312970569,0.27991444272367527,0.015,0.012,1
Cinp,0.32416477634540186,0.14025558714272623,0.059,0.054,1
Epas1,0.32472992575908793,0.16028899271225594,0.015,0.012,1
Tarsl2,0.3251095761951905,0.39329624214141834,0.012,0.01,1
Idi1,0.32532567604215895,0.19884919861742567,0.054,0.048,1
Pip5k1c,0.32547788767743074,-0.18486540444943111,0.072,0.078,1
Snapc1,0.32550256136837835,0.10453501118925468,0.075,0.069,1
Pex11g,0.3264773239370667,0.27890591766275996,0.019,0.016,1
Rhobtb2,0.3264926051221983,0.20045943118778986,0.033,0.029,1
St6galnac6,0.3267612610461122,0.27015987519794127,0.019,0.016,1
Npc1,0.3268692165005493,0.20279113251359693,0.046,0.042,1
Foxred1,0.3270978180433015,-0.12607791695216175,0.043,0.049,1
Vps45,0.3281317487604625,0.18360658218045334,0.047,0.042,1
Btbd8,0.3289308851253914,-0.3030850165271062,0.024,0.027,1
Zfp605,0.3289675517783495,-0.24134046358219408,0.013,0.016,1
Trmt61b,0.32901378957723526,-0.23650190664581228,0.023,0.027,1
Tyw1,0.32912462534845993,-0.1019158662781714,0.059,0.065,1
Hagh,0.329257831299929,0.15304021221670894,0.071,0.065,1
Pias4,0.3293411930566282,-0.15511357980515683,0.07,0.076,1
Rab28,0.32990453289330723,-0.1493277487462885,0.076,0.083,1
Pgrmc2,0.33004905318384065,-0.12102468922587617,0.061,0.067,1
2810013P06Rik,0.33010380773524417,-0.1394923455348991,0.112,0.119,1
Nln,0.33011926507960865,0.2338180281342206,0.034,0.03,1
Cnot1,0.3303023699444098,0.12463621724576424,0.155,0.147,1
Tdp1,0.3306360124335228,-0.15849939464453833,0.035,0.04,1
Usp20,0.330983060846175,0.15289803275065417,0.054,0.049,1
Brip1,0.3310689830384174,-0.3105024880895897,0.011,0.014,1
Mdm1,0.331392184466606,0.22199259273743177,0.024,0.02,1
Zfp961,0.33173040922615243,-0.18887304368805768,0.027,0.031,1
Zkscan5,0.33174962102685795,0.35022752024953174,0.013,0.01,1
As3mt,0.33181555522580847,-0.322993432272785,0.014,0.017,1
B4galt3,0.33189024559770974,-0.16545215528630575,0.027,0.031,1
Fam221a,0.33193941793077225,-0.24383144844430138,0.009,0.011,1
Wiz,0.33219931607844255,-0.13265057087564758,0.063,0.069,1
Tmie,0.3323751335937315,-0.2813561424300728,0.011,0.014,1
Nbn,0.33246424906967326,-0.19766999192521695,0.031,0.036,1
Pfkfb3,0.3328198127402557,0.20551265891407589,0.041,0.036,1
Gm26759,0.3332119717630594,0.12105009797227151,0.034,0.029,1
Metrn,0.3334394522623215,-0.1458863980323417,0.063,0.069,1
Cysltr2,0.333518462191038,-0.1902082543718766,0.041,0.046,1
Klhl9,0.3336648209617735,0.1349086602327736,0.073,0.067,1
Phf2,0.33368923346575463,-0.13111350684945977,0.075,0.081,1
Dgcr8,0.3336933468120954,0.16048141619248657,0.047,0.042,1
Plac8,0.3339674081789139,-0.39817800643044254,0.061,0.067,1
Ids,0.3339975815599525,0.15516108425922326,0.034,0.03,1
Malsu1,0.3345917571510003,-0.11970630831244344,0.159,0.167,1
Tmem68,0.3347418605851814,-0.23077529561885513,0.028,0.032,1
Zfp251,0.3347555389297153,0.1634287002428234,0.04,0.036,1
Cyren,0.33480515337912675,-0.10696909400445698,0.044,0.049,1
Bckdhb,0.33488304753161424,-0.21096681453867472,0.014,0.017,1
Acat2,0.3348912584747746,-0.18788320142563375,0.024,0.027,1
Cep152,0.3349634807165029,0.23381802813422148,0.02,0.017,1
Ccdc82,0.33501493169774393,0.10933936332469818,0.106,0.099,1
Dpagt1,0.3350748318780114,-0.15641608014404973,0.046,0.051,1
Fiz1,0.3356520901242466,0.11360600160425172,0.068,0.062,1
Pofut2,0.33591598561231434,-0.13169933530082378,0.094,0.101,1
Gm35363,0.33592074467012967,0.17540134190890022,0.035,0.03,1
Uxs1,0.33592789285858005,0.16575375318906804,0.041,0.036,1
Tubgcp6,0.33596615221817866,0.15386987181797895,0.034,0.03,1
Ccdc15,0.33597021029668833,-0.17018119969217427,0.024,0.027,1
Serinc5,0.3360812315897243,0.2107344150211805,0.035,0.031,1
Klc3,0.3361993746700272,-0.16190599608778822,0.041,0.046,1
Ints12,0.33632189150181657,-0.1368544006045589,0.057,0.062,1
Usp53,0.33635038339182655,0.1749243390806523,0.048,0.043,1
Lipt1,0.33648604702472584,0.3553800080151346,0.01,0.008,1
Fam53a,0.33649566176794865,-0.12007917633071852,0.137,0.145,1
Chd7,0.3366074709706553,0.10030688788402387,0.09,0.083,1
Akr1e1,0.3366502953348138,-0.21096681453867472,0.032,0.036,1
Med19,0.3366620411496309,0.1426701400760262,0.11,0.103,1
Slc35d2,0.33668588953578427,-0.1762013963779978,0.053,0.058,1
Arfgap1,0.3367436992110677,-0.11632994040059952,0.109,0.117,1
Primpol,0.33678484891649774,-0.16389265341475756,0.052,0.058,1
Mrrf,0.3368841480441946,0.1426701400760262,0.034,0.03,1
Slc12a2,0.3370123860524565,-0.3422113478169271,0.021,0.024,1
Kctd3,0.33704768408883895,-0.3105024880895888,0.014,0.017,1
Lmna,0.3371168157013045,-0.2553609338971281,0.014,0.017,1
Atxn1,0.3376251067235062,-0.15259879320485448,0.137,0.144,1
Wdr91,0.3376303865522568,-0.11689849017776588,0.05,0.056,1
Gnptab,0.33767397557412304,0.26103949686924555,0.03,0.026,1
Zc3h7a,0.3377154642667265,-0.10405161062216228,0.157,0.165,1
Galm,0.33779869656003964,0.13072453517011873,0.055,0.049,1
Fgd6,0.3379794962872439,0.28706004941120167,0.013,0.01,1
Pias2,0.3381583533463292,-0.11410527528608494,0.051,0.056,1
Gm37469,0.33817893668922067,-0.34612639782030996,0.009,0.011,1
Uprt,0.33825422158420054,0.30840734455490537,0.013,0.01,1
Sel1l,0.3384517862337199,0.13273190301990656,0.088,0.082,1
Tab1,0.338549247940262,-0.21313465122138453,0.028,0.032,1
Ccdc17,0.3388070942761156,-0.23911785485282344,0.017,0.02,1
Tarbp1,0.3393152407922667,0.31860711631594896,0.02,0.017,1
Nxf1,0.33932201179315963,-0.11580958149833398,0.123,0.13,1
Ints2,0.33944635352379693,-0.2168433808753436,0.02,0.024,1
Fam126a,0.339562902977705,0.17129694357616287,0.042,0.037,1
Akip1,0.3397881882878,-0.1377178325080357,0.087,0.094,1
Castor2,0.34011561693969894,0.2420385349391898,0.025,0.022,1
Eml5,0.34028403020777553,-0.2827574976066849,0.025,0.029,1
Ccdc134,0.34029398255311305,-0.22155156517984054,0.028,0.032,1
Spop,0.34039478877607593,0.11445667920844849,0.225,0.217,1
Creb3l2,0.3413099836751095,0.19717112572248485,0.042,0.038,1
Hist1h2ap,0.3416548638671125,-0.6121165713292358,0.07,0.075,1
Pign,0.3417835587790574,0.2474929650312978,0.031,0.027,1
Pecam1,0.3422116709696454,-0.12983820155068182,0.114,0.121,1
Dhodh,0.34224777611353713,-0.21096681453867472,0.024,0.028,1
Dohh,0.3423421434508009,-0.11946846005317813,0.106,0.113,1
Eaf1,0.3427315113553023,-0.18561124026178,0.048,0.053,1
Swsap1,0.34274300722192064,0.36506256141247473,0.013,0.011,1
Zfp113,0.3437974183126235,-0.1902082543718775,0.028,0.032,1
Pabpc1l,0.34380415878913073,-0.27808101039721134,0.021,0.025,1
Crybg3,0.3439485347765328,-0.3071039116277241,0.025,0.029,1
Stoml1,0.34404084944618685,-0.1456753542869551,0.032,0.037,1
Fcho1,0.34408801166889924,-0.13739623940259627,0.19,0.198,1
Eif2b3,0.3446126234057495,0.1040367569826488,0.056,0.05,1
Nsun2,0.34479014853731277,0.10506845362124828,0.146,0.139,1
Ddx20,0.34502184754106635,-0.1868005034079223,0.038,0.043,1
Rwdd4a,0.345419627815328,-0.10014262224803794,0.057,0.063,1
Gm15283,0.34564282225382265,-0.2672904212682905,0.018,0.021,1
Prickle3,0.3461427836511668,0.13494014328312787,0.056,0.051,1
Edem3,0.34615256715108766,-0.1556843790374849,0.033,0.037,1
Atl1,0.3463322430043776,-0.21386670504446847,0.021,0.025,1
Vps52,0.3464571910423936,-0.10745178905414665,0.094,0.101,1
Gtpbp10,0.34649431088622024,-0.22420264169536885,0.018,0.021,1
Etfbkmt,0.34683786431657987,0.10520775311839081,0.117,0.109,1
Sgk3,0.34692516733232576,-0.2661083687311354,0.009,0.012,1
Casp9,0.3471077544414461,-0.2314309170983897,0.018,0.021,1
Mef2d,0.34830115254178545,-0.13296430253740166,0.138,0.145,1
Trmt10b,0.34844032961297683,0.20175681890192276,0.026,0.022,1
Plekha7,0.3487130921729612,0.30910615543845843,0.017,0.014,1
Ubfd1,0.34871354102990304,-0.1754525279257364,0.056,0.061,1
Hmgn5,0.3487576801219003,-0.1347951340532707,0.1,0.107,1
Txlna,0.34883245027540233,0.18664879649686705,0.095,0.089,1
Zfp945,0.34907302940778034,-0.1030331177871413,0.092,0.099,1
Mob1b,0.34907865313031317,0.10785536948086616,0.066,0.061,1
Plpp2,0.34912101767425013,-0.22736125278934338,0.015,0.018,1
Bmi1,0.34927454045853573,-0.11922424591109904,0.058,0.064,1
Stard3,0.34935925585128436,0.10994134743884221,0.088,0.082,1
Zfp839,0.34960239803226145,-0.3105024880895897,0.012,0.015,1
A930037H05Rik,0.349784596448393,-0.21096681453867472,0.021,0.025,1
Rmdn3,0.3499408662023545,-0.2081407704599112,0.021,0.025,1
Dnajb1,0.3500356162901657,0.10310020745001847,0.149,0.141,1
Mutyh,0.35041636976510676,-0.27487857835886764,0.012,0.015,1
BC002059,0.35090586465146634,-0.170777724422976,0.015,0.018,1
Rexo1,0.35092942276353806,0.1139637685102115,0.135,0.127,1
Eif2b1,0.3509911957135616,-0.11704895115103575,0.06,0.066,1
Ogfod1,0.3511368808205368,0.18135060824008598,0.026,0.022,1
Tnk2,0.3514100370672135,0.19407891308300762,0.053,0.048,1
Ccdc137,0.35171281320476366,-0.2934289747306478,0.015,0.018,1
Rbm10,0.351935797636442,0.1666222710895311,0.111,0.105,1
Sprtn,0.3521163469951411,0.12524550635493537,0.043,0.039,1
Spata2l,0.35230740560419177,-0.2754555409903885,0.015,0.018,1
Naa25,0.35281092746542203,0.1883033688818525,0.045,0.04,1
Gm50340,0.35286541376505814,-0.17299896433965412,0.012,0.015,1
Prickle1,0.35301660876954327,0.23381802813422148,0.01,0.008,1
Prss41,0.3530173603426735,-0.3364976966225335,0.009,0.012,1
Ranbp10,0.35339488568867566,-0.13230987066367605,0.061,0.067,1
Gm14167,0.35360543040138237,-0.3017322784618566,0.009,0.012,1
Actn1,0.35371067924821875,0.11142139677449459,0.06,0.055,1
Ankrd50,0.35372038132118955,-0.20616582827485352,0.026,0.029,1
Drg2,0.3540547122173756,-0.12484008329330765,0.061,0.066,1
Uap1l1,0.3541498468258055,-0.12350397328833518,0.075,0.081,1
Stk35,0.35431147873860774,0.31808694503182533,0.014,0.011,1
Klhl5,0.3543445033473016,0.1767633387444345,0.045,0.041,1
Rhebl1,0.35446823659903615,0.25021246638488925,0.017,0.015,1
Nudt16l1,0.35462167587522225,0.12087674921377056,0.124,0.117,1
Atp1b1,0.3549129732375913,0.22001222860919079,0.014,0.011,1
Tapt1,0.35498420790541324,-0.1696399522497387,0.051,0.056,1
Mars,0.35506315104364083,0.13568370975991906,0.061,0.056,1
Kifap3,0.3552734485882836,0.23698530721290467,0.022,0.019,1
Nufip1,0.3554810203251911,0.11317910559850652,0.08,0.074,1
Mmaa,0.3557553554226934,0.24958534399253818,0.014,0.011,1
Psd4,0.3560714552162063,0.12767867529362142,0.164,0.156,1
Zbtb5,0.3570766678707711,0.18135060824008598,0.027,0.023,1
Cstf2t,0.35735112946043046,0.1543835606398165,0.046,0.041,1
Ccdc142,0.35823251188880256,0.3628979772991512,0.011,0.008,1
Oxld1,0.3582932430986499,0.18247114813400067,0.046,0.042,1
Atp8a1,0.3584928319592512,-0.14299002072266775,0.069,0.075,1
Abcc10,0.35852653107093757,0.24589086043479647,0.018,0.015,1
Vwa5a,0.3587117080234211,0.13171984051548513,0.038,0.034,1
Nek4,0.35903229812191506,0.33335370168513556,0.014,0.012,1
Tubg1,0.359046362655275,-0.1351993069207098,0.063,0.069,1
Psme4,0.35908864862721945,-0.121513225020355,0.075,0.081,1
Hmbox1,0.35913918067237316,-0.16914663884404746,0.035,0.039,1
Tiparp,0.35922965182595956,-0.1642540693703456,0.04,0.044,1
Eif2ak3,0.3593134526553062,0.13457383757063823,0.032,0.028,1
Wrn,0.35950709064077113,-0.13317121469851445,0.098,0.104,1
D730003I15Rik,0.359617353556138,0.179370244111845,0.027,0.023,1
Tcf7l1,0.3598393589031119,0.2977297919544144,0.014,0.012,1
Knop1,0.3604517354034185,-0.14155525357110665,0.083,0.089,1
5033430I15Rik,0.36047271995589797,-0.2222467394046772,0.027,0.03,1
Cdc26,0.36048358608499237,0.10819203479734396,0.172,0.164,1
Clk2,0.3604894054111638,0.12899520317894986,0.127,0.12,1
Msl3l2,0.3604942409809055,0.18412769291065967,0.057,0.052,1
Pgghg,0.3605746047419988,0.1689668837842535,0.067,0.061,1
2810454H06Rik,0.36071592849780937,-0.18651377081413578,0.019,0.022,1
Tmem229b,0.36105483853595277,-0.18221546361834662,0.053,0.058,1
Dbt,0.36112129940464843,-0.14057748664727665,0.026,0.03,1
Gmip,0.36117379339659256,0.11850973466985426,0.176,0.168,1
Gas8,0.36134395189515944,0.22616445559078535,0.028,0.024,1
Limk2,0.3614527664178762,-0.11700433332669924,0.083,0.09,1
Mocs3,0.3617327967685771,0.1269028242177095,0.054,0.049,1
Osbp,0.36184006846609257,0.13023303683780352,0.074,0.069,1
Whrn,0.3623647504564179,0.1741551068358813,0.022,0.019,1
Smug1,0.36263401186616157,0.25243370630156825,0.023,0.019,1
Hist1h3a,0.3626530560356095,-0.23473498047162433,0.013,0.015,1
Rab32,0.3627541168940213,-0.23368689103875795,0.016,0.019,1
Cog6,0.36279817514618007,0.13480802230305589,0.054,0.049,1
Eno3,0.3628239156212264,0.15581551613294842,0.018,0.015,1
Hgh1,0.36291170857337635,-0.22464175143575105,0.027,0.031,1
Nup54,0.36330921660150894,0.11729424190459614,0.062,0.057,1
Coq6,0.3636018662970804,0.11660784348983011,0.039,0.034,1
Pard6a,0.363780273273298,-0.16754453424754612,0.031,0.035,1
Alg12,0.36393842130638515,-0.1659706440756743,0.031,0.035,1
Ipp,0.36450625937893266,-0.17823561270580068,0.036,0.04,1
Arhgap12,0.36484388999716316,0.17596137880966367,0.048,0.043,1
Mpp6,0.36495853408354917,-0.10721888970084548,0.1,0.107,1
4933421O10Rik,0.36504732376840854,0.24589086043479647,0.034,0.03,1
Slc31a1,0.365218974560215,-0.16473134835605308,0.023,0.026,1
Orc5,0.3652229481909147,-0.14187080366879723,0.065,0.071,1
Scyl3,0.3652406021959001,-0.16617889279183684,0.068,0.073,1
Nsun3,0.3653034212169524,-0.16205721405772788,0.053,0.058,1
Aplf,0.3657079242887012,0.31398837681820435,0.011,0.009,1
Cfl2,0.36591442997629314,0.10112840974600523,0.082,0.076,1
Gnl2,0.3660243519596156,0.1262685331365363,0.106,0.1,1
Trabd,0.3660580911499059,-0.10649395933630634,0.188,0.196,1
Arrdc3,0.36615755037653264,0.18699717138122818,0.028,0.024,1
Rab7,0.36634663943359697,0.10181184325487891,0.313,0.308,1
Hdac9,0.3665669414675667,0.25935312024135904,0.011,0.009,1
Rdh13,0.3669998324089269,-0.3755975163114744,0.008,0.01,1
Eml3,0.3670307784603933,0.13496464120793616,0.094,0.088,1
Gtf3c2,0.367045101123389,-0.11870830668668564,0.099,0.105,1
Arhgap26,0.3676820262428259,-0.11166952417417297,0.071,0.077,1
BC049352,0.36781532007039713,0.170123352816832,0.014,0.012,1
Fntb,0.367862420030361,0.10872280815268898,0.028,0.024,1
Fignl1,0.3679213216483001,-0.20788742160670282,0.019,0.022,1
Cdkn2a,0.3679506999725276,0.2508915414931634,0.023,0.02,1
Smpd1,0.3681226666615074,-0.10223117499779377,0.087,0.093,1
Slc39a13,0.3684080024843748,-0.19502527066965314,0.043,0.047,1
Letm2,0.3689429901987689,-0.11202496484503843,0.096,0.103,1
Zfp780b,0.36910185334539897,-0.27236735920281774,0.02,0.023,1
BC048403,0.369378134905273,0.2565381046343056,0.019,0.016,1
Relt,0.36941673029950406,-0.1429025395935204,0.036,0.04,1
Trav5-4,0.36969320268788947,0.1230709626266826,0.014,0.012,1
Slc12a9,0.36969475849038624,0.1203599783509377,0.047,0.043,1
Pdlim7,0.36986196877207644,0.156475939601056,0.034,0.03,1
Snapc4,0.3698667913442059,-0.22123514999250204,0.023,0.027,1
P2rx4,0.3700205779799269,0.10606248093584902,0.073,0.067,1
Alg11,0.3706686254303904,-0.3364976966225335,0.013,0.016,1
Slc39a11,0.37190315686738207,0.19987069621088427,0.029,0.025,1
Zfp771,0.37212380943837303,-0.10704786308208192,0.065,0.07,1
Capn5,0.3726409766686517,0.2889595823266822,0.011,0.009,1
Vangl2,0.3727218429286605,0.31628018832619365,0.011,0.009,1
Ammecr1,0.3729097761678809,0.16992942916026088,0.05,0.046,1
Inpp5b,0.3730900868673846,-0.13450297223759167,0.102,0.108,1
Fdxr,0.3732683307589965,0.1023718180483586,0.089,0.083,1
Cnot7,0.37360256818450266,-0.10486143104246581,0.08,0.086,1
Hist1h2bn,0.37360397806338114,-0.32560938047979704,0.01,0.013,1
Gcn1,0.37377017574576155,-0.14827701147817374,0.087,0.093,1
Mycbp,0.37377028706506654,-0.13944105882885438,0.037,0.041,1
Ypel2,0.3739680673881558,0.170123352816832,0.029,0.025,1
Mfsd3,0.37406762786256653,-0.2800372073625379,0.02,0.023,1
Aacs,0.3745906228526058,0.21611602640076288,0.053,0.048,1
Itm2a,0.3746532322869394,-0.11056491758083675,0.102,0.108,1
Atrip,0.3747274150059246,0.18135060824008598,0.051,0.047,1
Kat14,0.3747360113792121,-0.2709741239029517,0.01,0.013,1
Bloc1s3,0.374778621802078,0.1463551868838815,0.05,0.045,1
E430018J23Rik,0.3749953464686374,0.200903405661486,0.019,0.016,1
Map4k5,0.37513511525634446,-0.25866355656997086,0.02,0.023,1
L3mbtl3,0.3753195719393446,-0.15342840509711664,0.055,0.06,1
Rmi2,0.37569157844141476,-0.19637927831562774,0.02,0.023,1
Slc25a32,0.3757556473562134,0.14070862374274018,0.042,0.037,1
Pdpk1,0.3758336536859049,0.11934094596466105,0.094,0.088,1
Flnb,0.3769058221893048,0.11205796990426453,0.08,0.074,1
Tmem86a,0.37697917813042714,-0.26868231239496243,0.008,0.01,1
Rps6ka4,0.37739420567532644,-0.11410527528608494,0.067,0.073,1
Gm32856,0.37750144015907827,-0.11981892648047943,0.024,0.027,1
Zfp553,0.3776966795560168,0.17648485306826966,0.043,0.039,1
Ankrd9,0.3778629134575122,-0.17805219206593925,0.017,0.019,1
Elac2,0.37822191956228995,-0.17143845035203764,0.044,0.048,1
Ncoa6,0.3784422542573096,0.12978780312116678,0.083,0.078,1
Atxn7l3,0.37847445934815394,-0.1511945940213053,0.05,0.055,1
Arhgef10,0.3791090351993909,-0.18561124026178,0.024,0.028,1
Grpel2,0.3794201418224954,-0.10046727327312421,0.054,0.059,1
Slc7a1,0.3808145931244534,0.14313128600959502,0.043,0.039,1
Map3k10,0.3808859046611645,-0.17143845035203675,0.033,0.037,1
Mettl6,0.3809412402313351,-0.14057748664727665,0.063,0.069,1
Gm17173,0.3819475361864879,-0.10178500365021748,0.067,0.073,1
Zfp760,0.38204446313719626,-0.2919665366521613,0.014,0.016,1
Mvb12b,0.3825909434873603,-0.12477877680053773,0.028,0.032,1
Rab2b,0.3827990768427597,-0.15849939464453922,0.039,0.043,1
Taf4b,0.3829525877809152,-0.26159288760864197,0.014,0.016,1
Erlin2,0.38299654985429793,0.15764634764881702,0.024,0.021,1
Mknk1,0.3831528747688502,-0.11850469724736046,0.055,0.06,1
Rft1,0.38358937370059454,-0.15522426261167777,0.029,0.032,1
Qtrt2,0.3838455291961452,0.38339438418473115,0.012,0.01,1
Rsu1,0.38388923839636735,0.11999812857705905,0.131,0.125,1
Hist2h2be,0.38411589751981223,-0.3511444725869346,0.008,0.01,1
Gm20186,0.3842309373427191,-0.11533153548816477,0.055,0.06,1
Twnk,0.3846114786979045,0.2474929650312978,0.016,0.013,1
Taf6l,0.384903924256298,-0.16828041543712402,0.029,0.033,1
Poglut2,0.38540982915854655,0.2987075588782444,0.02,0.017,1
Slx1b,0.38542261397682814,-0.2516087990360205,0.03,0.034,1
Hist1h1e,0.3855156880819516,-0.2573817712676658,0.259,0.267,1
Gm20324,0.38562397551459615,-0.12690254975020032,0.045,0.049,1
Tango6,0.38577254497992186,0.24589086043479558,0.012,0.01,1
Sos2,0.3861892220985483,-0.1536336394727229,0.029,0.033,1
Gfm2,0.3864183188871511,0.12206967048176587,0.043,0.039,1
Helq,0.38658304696504503,-0.22736125278934338,0.03,0.034,1
Ero1lb,0.38686886675143856,-0.16005486114657952,0.029,0.033,1
Pogk,0.3869350236879357,-0.32560938047979704,0.011,0.013,1
Pigc,0.38702200099071743,-0.10614398958340265,0.062,0.067,1
Timm21,0.3873677765497888,0.12519448175534809,0.062,0.057,1
Srxn1,0.387434036654148,0.3009322239927581,0.016,0.013,1
Ifit1bl2,0.3874911212700312,-0.2709741239029517,0.011,0.013,1
Scd2,0.3876229022232819,-0.12807380619032926,0.056,0.061,1
Cdc25b,0.3882704581255747,-0.17047203631061514,0.146,0.154,1
Dcaf15,0.38847861886718055,0.10994134743884221,0.167,0.16,1
Zfp930,0.3885866280196866,0.16722027940519713,0.038,0.034,1
Ppp2r1b,0.3886154776457693,-0.12232578209105327,0.05,0.055,1
Ube3c,0.3887203921956251,0.11870234311584849,0.088,0.082,1
Snx30,0.3889124551681928,-0.24821820983524567,0.021,0.025,1
Heatr5b,0.38891761415047316,0.13897565651828447,0.037,0.033,1
Rai1,0.3889433567007383,0.11260444116514101,0.072,0.067,1
Ndufaf5,0.38951401125754004,0.17565500257608324,0.046,0.042,1
Rbms2,0.3898356406234402,0.13341613117638307,0.045,0.04,1
Ap1g1,0.38994078854546016,0.10289465280799925,0.085,0.079,1
Rnf149,0.390227641471224,0.11870234311584849,0.086,0.08,1
